,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,latitude,longitude,number_of_baths,shared_bath,Unnamed: 0,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,netflix,fireplace,cable_tv,luggage_dropof_allowed
42,within an hour,100.0,100.0,f,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,1.0,58.0,4,720,t,2,90.0,9.0,9.0,10.0,10.0,9.0,9.0,t,0.03,37.98729,23.74311,1.0,False,42,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43,,,,f,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,4,2.0,2.0,72.0,3,220,t,63,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,0.58,37.98018,23.72182,1.0,False,43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,,,,f,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,Entire home/apt,4,2.0,3.0,57.0,2,1125,t,21,94.0,9.0,9.0,10.0,10.0,8.0,9.0,f,0.23,38.00642,23.73224,1.5,False,44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,within a day,50.0,100.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,8,2.0,4.0,49.0,2,1125,t,195,93.0,9.0,10.0,10.0,10.0,10.0,9.0,f,1.82,37.98008,23.73012,1.0,False,45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,within an hour,100.0,100.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,3,1.0,1.0,50.0,2,365,t,431,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,4.04,37.96856,23.72572,1.0,False,46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,,,,f,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,3,1.0,1.0,50.0,1,10,t,169,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,1.59,37.98209,23.72017,1.0,False,47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,within a few hours,95.0,94.0,f,t,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,5,1.0,2.0,29.0,4,1125,t,326,87.0,9.0,8.0,9.0,9.0,9.0,9.0,f,3.08,37.9929,23.77138,1.0,False,48,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,,,,f,f,ΙΛΙΣΙΑ,Entire home/apt,4,2.0,2.0,80.0,2,4,t,31,81.0,8.0,7.0,9.0,9.0,9.0,9.0,f,0.29,37.97515,23.75387,1.0,False,49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
50,,,,f,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,3,1.0,1.0,45.0,5,180,t,24,99.0,10.0,10.0,10.0,10.0,9.0,9.0,t,0.23,37.99452,23.72941,1.0,False,50,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,within an hour,100.0,100.0,f,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,5,2.0,2.0,75.0,7,120,t,64,97.0,10.0,10.0,10.0,10.0,9.0,9.0,t,0.62,37.99149,23.72902,1.0,False,51,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,within a few hours,100.0,91.0,f,t,ΝΕΑ ΚΥΨΕΛΗ,Entire home/apt,8,3.0,4.0,1741.0,2,365,t,56,96.0,10.0,10.0,10.0,10.0,9.0,9.0,t,0.6,38.00175,23.7486,2.0,False,52,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,within a day,100.0,100.0,f,t,ΘΗΣΕΙΟ,Entire home/apt,4,1.0,2.0,76.0,2,1125,t,60,95.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.56,37.97618,23.7183,1.0,False,53,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,within a day,100.0,100.0,f,t,ΘΗΣΕΙΟ,Entire home/apt,4,1.0,2.0,45.0,1000,1125,t,16,97.0,9.0,10.0,10.0,10.0,10.0,9.0,t,0.17,37.97598,23.71932,1.0,False,54,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,within a day,50.0,100.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,2.0,50.0,1,1125,t,247,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,2.41,37.97889,23.73026,1.0,False,55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,,,,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,1.0,120.0,1,30,t,1,,,,,,,,f,0.01,37.9763,23.72455,1.0,False,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,within a day,100.0,50.0,t,t,ΠΕΔΙΟ ΑΡΕΩΣ,Entire home/apt,4,1.0,2.0,23.0,5,120,t,51,98.0,10.0,9.0,10.0,10.0,9.0,10.0,f,0.48,37.9945,23.73907,1.0,False,57,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,within a day,89.0,100.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,5,2.0,3.0,125.0,1,1125,t,233,98.0,10.0,10.0,10.0,10.0,10.0,9.0,t,2.2,37.97289,23.72874,1.0,False,58,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,a few days or more,40.0,86.0,f,f,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,3,1.0,2.0,35.0,3,365,t,22,93.0,9.0,9.0,10.0,10.0,10.0,10.0,f,0.22,37.96814,23.71103,1.0,False,59,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,within a few hours,100.0,96.0,t,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,4,1.0,1.0,32.0,2,1125,t,6,90.0,9.0,10.0,10.0,9.0,9.0,8.0,f,0.07,37.9802,23.72357,1.0,False,60,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,within a few hours,100.0,96.0,t,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,8,2.0,2.0,72.0,2,1125,t,8,98.0,10.0,10.0,10.0,10.0,9.0,9.0,f,0.1,37.9802,23.72357,2.0,False,61,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,within a day,89.0,100.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,1.0,80.0,1,1125,t,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.29,37.97273,23.72912,1.0,False,62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,within a day,100.0,100.0,f,f,ΑΚΡΟΠΟΛΗ,Entire home/apt,4,2.0,2.0,30.0,2,30,t,97,91.0,10.0,9.0,10.0,10.0,10.0,10.0,f,0.95,37.96367,23.71791,1.0,False,63,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,within a few hours,100.0,96.0,t,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,16,5.0,5.0,176.0,2,1125,t,22,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,0.22,37.9802,23.72357,5.5,False,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,within a few hours,100.0,96.0,t,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,4,1.0,1.0,32.0,2,1125,t,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.06,37.9802,23.72357,1.0,False,65,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,within a few hours,100.0,96.0,t,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,4,1.0,1.0,32.0,2,1125,t,16,98.0,9.0,10.0,10.0,10.0,10.0,9.0,f,0.17,37.9802,23.72357,1.0,False,66,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,within a few hours,100.0,96.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,2,1.0,1.0,62.0,3,1125,t,30,94.0,9.0,10.0,10.0,10.0,10.0,9.0,t,0.3,37.96648,23.7276,1.0,False,67,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,within a few hours,100.0,96.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,1.0,88.0,2,1125,t,32,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0.31,37.97506,23.73068,1.0,False,68,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,,,,f,f,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,5,2.0,0.0,60.0,3,90,t,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.16,37.96829,23.7111,1.5,False,69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
70,within an hour,100.0,100.0,f,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,12,4.0,9.0,289.0,3,60,t,11,95.0,9.0,10.0,10.0,10.0,9.0,9.0,t,0.12,37.96772,23.74999,3.0,False,70,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
71,within an hour,100.0,100.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,2.0,16.0,2,21,t,352,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,3.45,37.97418,23.73276,1.0,False,71,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,within an hour,100.0,100.0,f,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,8,3.0,5.0,186.0,3,30,t,10,93.0,9.0,10.0,10.0,10.0,9.0,10.0,t,0.14,37.96879,23.75065,2.0,False,72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
73,,,,f,t,ΘΗΣΕΙΟ,Entire home/apt,6,2.0,3.0,100.0,2,1125,t,9,87.0,9.0,9.0,10.0,10.0,10.0,8.0,f,0.13,37.97617,23.72257,1.0,False,73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,within an hour,100.0,100.0,f,t,ΠΡΟΜΠΟΝΑ,Entire home/apt,4,1.0,1.0,28.0,2,60,t,246,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,2.36,38.02547,23.73362,1.0,False,74,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75,a few days or more,0.0,,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,2.0,2.0,50.0,2,21,t,4,93.0,9.0,10.0,10.0,10.0,9.0,10.0,t,0.05,37.96148,23.73122,2.0,False,75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
76,within an hour,100.0,100.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,1.0,3.0,55.0,2,1125,t,169,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.73,37.96691,23.72823,1.0,False,76,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,,,,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,6,2.0,5.0,600.0,7,1125,t,0,,,,,,,,f,,37.97763,23.73473,2.0,False,77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,within an hour,100.0,98.0,t,t,ΓΚΑΖΙ,Entire home/apt,5,3.0,3.0,25.0,2,30,t,240,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,3.84,37.97698,23.71008,1.0,False,78,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
79,within a few hours,100.0,96.0,t,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,8,2.0,2.0,72.0,2,1125,t,25,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,0.31,37.98013,23.72354,2.0,False,79,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,within a day,100.0,67.0,t,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,1.0,50.0,2,1125,t,31,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.47,37.98904,23.73742,1.5,False,80,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,within an hour,100.0,100.0,t,t,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,Private room,2,1.0,1.0,22.0,2,10,t,104,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.02,37.9643,23.73658,1.0,True,81,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,within an hour,100.0,100.0,t,t,ΣΤΑΔΙΟ,Entire home/apt,6,2.0,3.0,60.0,2,20,t,57,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.56,37.96464,23.73438,1.0,False,82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
83,within an hour,100.0,100.0,f,t,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,5,2.0,3.0,80.0,5,90,t,220,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,2.64,37.96341,23.72875,2.0,False,83,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
84,within an hour,100.0,,t,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,3,1.0,2.0,38.0,3,365,t,83,92.0,9.0,10.0,10.0,10.0,9.0,9.0,f,0.81,37.98904,23.73985,1.0,False,84,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,within an hour,100.0,96.0,t,t,ΚΟΛΩΝΟΣ,Entire home/apt,4,1.0,2.0,30.0,3,1123,t,447,98.0,,,,,,,t,4.39,38.0011,23.71626,1.0,False,85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,within an hour,100.0,100.0,f,t,ΘΗΣΕΙΟ,Entire home/apt,5,2.0,2.0,55.0,5,30,t,120,94.0,10.0,9.0,10.0,10.0,10.0,9.0,t,1.26,37.97385,23.71567,1.0,False,86,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,within an hour,100.0,96.0,f,t,ΑΚΡΟΠΟΛΗ,Entire home/apt,8,2.0,5.0,42.0,2,30,t,287,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,2.84,37.96483,23.71825,1.0,False,87,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,within an hour,100.0,100.0,f,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,12,4.0,8.0,289.0,3,60,t,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.06,37.96755,23.75163,4.0,False,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89,within a few hours,100.0,91.0,f,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,8,2.0,8.0,41.0,2,1125,t,16,96.0,9.0,10.0,10.0,10.0,9.0,10.0,t,0.16,37.99252,23.73112,1.0,False,89,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,within an hour,100.0,100.0,f,t,ΠΕΤΡΑΛΩΝΑ,Private room,1,1.0,1.0,33.0,19,60,t,4,95.0,10.0,9.0,9.0,9.0,10.0,9.0,f,0.04,37.97338,23.71537,1.0,True,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,within an hour,100.0,100.0,t,t,ΝΙΡΒΑΝΑ,Entire home/apt,4,2.0,2.0,23.0,3,30,t,421,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,4.17,38.01501,23.72582,1.0,False,91,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,within a day,100.0,100.0,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,2.0,50.0,3,60,t,86,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0.88,37.96808,23.72695,1.0,False,92,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,within a day,100.0,100.0,t,t,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,Entire home/apt,2,1.0,1.0,45.0,2,1125,t,172,92.0,10.0,9.0,10.0,10.0,9.0,10.0,f,1.8,38.00259,23.73281,1.0,False,93,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
